576,99
1007,19
736,100
576,98
515,96
776,19
667,99
580,71
1095,392
1517,39
1889,394
1677,348
1166,391
1769,39
2109,398
1755,317
1638,877
3034,64
3040,885
2676,321
1563,887
2827,59
2154,892
2736,349
2097,1581
3518,83
3666,1584
3380,399
2201,1587
4117,79
3697,1589
3222,599
2762,2461
5030,107
4669,2466
4029,559
2729,2473
5243,106
4657,2474
4689,757
